MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
3061.0,IN_LOG_INCORRECT_PASSWORD,1.0,E,WARNING: Server administration program %1$ was,SASHELP.FSP.OK.SLIST
3061.0,IN_LOG_INCORRECT_PASSWORD,2.0,E,attempted with an incorrect password!,SASHELP.FSP.OK.SLIST
3063.0,IN_INCOMPATIBLE_PARMS2,1.0,E,ERROR: Application Server Error.,SASHELP.FSP.OK.SLIST
3063.0,IN_INCOMPATIBLE_PARMS2,2.0,E,Improper invocation parameters.,SASHELP.FSP.OK.SLIST
3063.0,IN_INCOMPATIBLE_PARMS2,3.0,E,INFILE and OUTFILE must be specified together.,SASHELP.FSP.OK.SLIST
3064.0,IN_SRVROOT_NOT_EXIST,1.0,E,ERROR: Application Server Error.,SASHELP.FSP.OK.SLIST
3064.0,IN_SRVROOT_NOT_EXIST,2.0,E,Server root directory does not exist.,SASHELP.FSP.OK.SLIST
3065.0,IN_APPSRV_SETTINGS,1.0,E,NOTE: Application Server Settings.,SASHELP.FSP.OK.SLIST
3065.0,IN_APPSRV_SETTINGS,2.0,E,%NSERVER ROOT:  %1$,SASHELP.FSP.OK.SLIST
3065.0,IN_APPSRV_SETTINGS,3.0,E,%NAUTOEXEC:     %2$,SASHELP.FSP.OK.SLIST
3065.0,IN_APPSRV_SETTINGS,4.0,E,%NPERMDATA:     %3$,SASHELP.FSP.OK.SLIST
3065.0,IN_APPSRV_SETTINGS,5.0,E,%NRESET:        %4$,SASHELP.FSP.OK.SLIST
3065.0,IN_APPSRV_SETTINGS,6.0,E,%NPASSWD:       %5$,SASHELP.FSP.OK.SLIST
3066.0,IN_SRVROOT_NOT_VERIFY,1.0,E,ERROR: Application Server Error.,SASHELP.FSP.OK.SLIST
3066.0,IN_SRVROOT_NOT_VERIFY,2.0,E,Unable to verify the server root directory.,SASHELP.FSP.OK.SLIST
3066.0,IN_SRVROOT_NOT_VERIFY,3.0,E,The path may be misspelled or may reference a file,SASHELP.FSP.OK.SLIST
3066.0,IN_SRVROOT_NOT_VERIFY,4.0,E,instead of a directory.,SASHELP.FSP.OK.SLIST
3067.0,IN_PORTNO_SETTING,1.0,N,PORT:         %1$,SASHELP.FSP.OK.SLIST
3068.0,IN_FILE_SETTINGS,1.0,N,INFILE:       %1$,SASHELP.FSP.OK.SLIST
3068.0,IN_FILE_SETTINGS,2.0,N,%NOUTFILE:      %2$,SASHELP.FSP.OK.SLIST
3068.0,IN_FILE_SETTINGS,3.0,N,%NINDEVICE:     %3$,SASHELP.FSP.OK.SLIST
3068.0,IN_FILE_SETTINGS,4.0,N,%NOUTDEVICE:    %4$,SASHELP.FSP.OK.SLIST
3069.0,IN_SRVAUTO_NOT_FOUND,1.0,N,NOTE: Autoexec file not found in server root directory.,SASHELP.FSP.OK.SLIST
3070.0,IN_PERMDATA_NOT_FOUND,1.0,N,NOTE: Permdata file not found in server root directory.,SASHELP.FSP.OK.SLIST
3071.0,IN_RESET_NOT_FOUND,1.0,N,NOTE: Reset file not found in server root directory.,SASHELP.FSP.OK.SLIST
3072.0,IO_NO_SOCKET_FILENAME,1.0,E,ERROR: Application Server Error.,SASHELP.FSP.OK.SLIST
