unicode,euc,ibm,pcibm
U+C220,BDB3,AE20,8CBA
U+C220,BDB4,AF41,8CBB
U+C220,BDB5,AF42,8CBC
U+C220,BDB6,AF49,8CBE
U+C220,BDB7,AF51,8CBF
U+C220,BDB8,AF55,8CC0
U+C220,BDB9,AF57,8CC1
U+C2A4,BDBA,AF61,8CC2
U+C2A5,BDBB,AF62,8CC3
U+C2A8,BDBC,AF65,8CC4
U+C2AC,BDBD,AF69,8CC5
U+C2AD,BDBE,AF6A,8CC6
U+C2B4,BDBF,AF71,8CC8
U+C2B5,BDC0,AF73,8CC9
U+C2B7,BDC1,AF75,8CCA
U+C2B9,BDC2,AF77,8CCB
U+C2DC,BDC3,AFA1,8CCD
U+C2DD,BDC4,AFA2,8CCE
U+C220,BDC5,AFA5,8CCF
U+C220,BDC6,AFA8,8CD0
U+C220,BDC7,AFA9,8CD1
U+C220,BDC8,AFB0,8CD3
U+C220,BDC9,AFB1,8CD4
U+C220,BDCA,AFB3,8CD5
U+C220,BDCB,AFB5,8CD6
U+C220,BDCC,AFB7,8CD7
U+C220,BDCD,AFBC,8CD8
U+C220,BDCE,B061,8CD9
U+C220,BDCF,B062,8CDA
U+C220,BDD0,B064,8CDB
U+C220,BDD1,B065,8CDC
U+C300,BDD2,B069,8CDD
U+C308,BDD3,B071,8CDF
U+C309,BDD4,B073,8CE0
U+C30C,BDD5,B076,8CE2
U+C30D,BDD6,B077,8CE3
U+C313,BDD7,B07D,8CE4
U+C314,BDD8,B020,8CE5
U+C315,BDD9,B020,8CE6
U+C318,BDDA,B020,8CE7
U+C31C,BDDB,B020,8CE8
U+C324,BDDC,B020,8CE9
U+C328,BDDE,B020,8CEB
U+C329,BDDF,B020,8CEC
U+C345,BD20,B0B7,8CEF
U+C368,BD20,B020,8CF1
U+C369,BD20,B020,8CF2
U+C36C,BD20,B020,8CF3
U+C370,BD20,B020,8CF4
U+C378,BD20,B020,8CF5
U+C379,BD20,B020,8CF6
U+C37C,BD20,B020,8CF8
U+C37D,BD20,B020,8CF9
U+C320,BD20,B141,8CFA
U+C320,BD20,B145,8CFC
U+C320,BD20,B149,8D40
U+C3D8,BD20,B1A1,8D44
U+C3D9,BD20,B1A2,8D45
U+C3DC,BD20,B1A5,8D46
U+C3DF,BD20,B1A8,8D47
U+C320,BD20,B1A9,8D48
U+C320,BD20,B1B1,8D49
U+C320,BD20,B1B7,8D4A
U+C320,BD20,B1C1,8D4B
U+C320,BD20,B1C2,8D4C
U+C410,BD20,B120,8D4E
U+C42C,BDFD,B241,8D4F
U+C430,BDFE,B245,8D50
U+C434,BEA1,B249,8D51
U+C43C,BEA2,B251,8D52
U+C448,BEA4,B261,8D54
U+C464,BEA5,B220,8D55
U+C465,BEA6,B220,8D56
U+C468,BEA7,B220,8D57
U+C46C,BEA8,B220,8D58
U+C474,BEA9,B220,8D59
U+C475,BEAA,B220,8D5A
U+C479,BEAB,B220,8D5C
U+C480,BEAC,B2A1,8D5D
U+C420,BEAD,B2B6,8D5F
U+C420,BEAE,B2C1,8D60
U+C4B8,BEAF,B220,8D61
U+C420,BEB2,B361,8D64
U+C420,BEB3,B362,8D65
U+C420,BEB4,B365,8D66
U+C420,BEB5,B369,8D67
U+C4FF,BEB7,B370,8D68
U+C500,BEB8,B371,8D69
U+C501,BEB9,B373,8D6A
U+C50C,BEBA,B320,8D6B
U+C510,BEBB,B320,8D6C
U+C514,BEBC,B320,8D6D
U+C528,BEBE,B3A1,8D6E
U+C529,BEBF,B3A2,8D6F
U+C52C,BEC0,B3A5,8D70
U+C530,BEC1,B3A9,8D71
U+C538,BEC2,B3B1,8D72
U+C539,BEC3,B3B3,8D73
U+C53B,BEC4,B3B5,8D74
U+C53D,BEC5,B3B7,8D76
U+C544,BEC6,B461,8D78
U+C545,BEC7,B462,8D79
U+C548,BEC8,B465,8D7A
U+C549,BEC9,B466,8D7B
U+C54A,BECA,B467,8D7C
U+C54C,BECB,B469,8D7D
U+C54D,BECC,B46A,8D7E
U+C54E,BECD,B46B,8D80
U+C553,BECE,B470,8D82
U+C554,BECF,B471,8D83
U+C555,BED0,B473,8D84
U+C557,BED1,B475,8D85
U+C558,BED2,B476,8D86
U+C559,BED3,B477,8D87
U+C55D,BED4,B47B,8D88
U+C55E,BED5,B47C,8D89
U+C560,BED6,B420,8D8B
U+C561,BED7,B420,8D8C
U+C564,BED8,B420,8D8D
U+C568,BED9,B420,8D8E
U+C570,BEDA,B420,8D8F
U+C571,BEDB,B420,8D90
U+C573,BEDC,B420,8D91
U+C574,BEDD,B420,8D92
U+C575,BEDE,B420,8D93
U+C57C,BEDF,B4A1,8D94
U+C57D,BE20,B4A2,8D95
U+C580,BE20,B4A5,8D96
U+C520,BE20,B4A9,8D97
U+C520,BE20,B4AC,8D98
U+C520,BE20,B4B1,8D99
U+C520,BE20,B4B3,8D9A
U+C520,BE20,B4B5,8D9B
U+C520,BE20,B4B7,8D9D
U+C520,BE20,B4BB,8D9E
U+C520,BE20,B4BD,8D9F
U+C520,BE20,B4C1,8DA0
U+C520,BE20,B4C5,8DA1
U+C5A0,BE20,B4C9,8DA2
U+C5B4,BE20,B420,8DA4
U+C5B5,BE20,B420,8DA5
U+C5B8,BE20,B420,8DA7
U+C5B9,BE20,B420,8DA8
U+C5BB,BE20,B420,8DA9
U+C5BC,BE20,B420,8DAA
U+C5BD,BE20,B420,8DAB
U+C5C4,BE20,B420,8DAC
U+C5C5,BE20,B420,8DAD
U+C5C6,BE20,B420,8DAE
U+C5C7,BE20,B420,8DAF
U+C5C8,BE20,B420,8DB0
U+C5C9,BE20,B420,8DB1
U+C5CA,BE20,B420,8DB2
U+C5CC,BEFD,B420,8DB3
U+C5CE,BEFE,B420,8DB4
U+C5D0,BFA1,B541,8DB5
U+C5D1,BFA2,B542,8DB6
U+C5D4,BFA3,B545,8DB7
U+C5D8,BFA4,B549,8DB8
U+C520,BFA5,B551,8DB9
U+C520,BFA6,B553,8DBA
U+C520,BFA7,B555,8DBB
U+C520,BFA8,B557,8DBC
U+C520,BFA9,B561,8DBD
U+C520,BFAA,B562,8DBE
U+C520,BFAB,B563,8DBF
U+C520,BFAC,B565,8DC0
U+C520,BFAD,B569,8DC3
U+C520,BFAF,B56C,8DC4
U+C520,BFB0,B571,8DC5
U+C5FD,BFB1,B573,8DC6
U+C5FE,BFB2,B574,8DC7
U+C5FF,BFB3,B575,8DC8
U+C600,BFB4,B576,8DC9
U+C601,BFB5,B577,8DCA
U+C605,BFB6,B57B,8DCB
U+C606,BFB7,B57C,8DCC
U+C607,BFB8,B57D,8DCD
U+C608,BFB9,B520,8DCE
U+C60C,BFBA,B520,8DCF
U+C610,BFBB,B520,8DD0
U+C618,BFBC,B520,8DD1
U+C61B,BFBE,B520,8DD2
U+C61C,BFBF,B520,8DD3
U+C624,BFC0,B5A1,8DD5
U+C625,BFC1,B5A2,8DD6
U+C628,BFC2,B5A5,8DD7
U+C62C,BFC3,B5A9,8DD9
U+C62D,BFC4,B5AA,8DDA
U+C62E,BFC5,B5AB,8DDB
U+C630,BFC6,B5AD,8DDC
U+C633,BFC7,B5B0,8DDD
U+C634,BFC8,B5B1,8DDE
U+C635,BFC9,B5B3,8DDF
U+C637,BFCA,B5B5,8DE0
U+C639,BFCB,B5B7,8DE1
U+C63B,BFCC,B5B9,8DE3
U+C640,BFCD,B5C1,8DE4
U+C641,BFCE,B5C2,8DE5
U+C644,BFCF,B5C5,8DE6
U+C648,BFD0,B5C9,8DE7
U+C650,BFD1,B5D1,8DE8
U+C651,BFD2,B5D3,8DE9
U+C653,BFD3,B5D5,8DEA
U+C654,BFD4,B5D6,8DEB
U+C655,BFD5,B5D7,8DEC
U+C65C,BFD6,B520,8DED
U+C65D,BFD7,B520,8DEE
U+C660,BFD8,B520,8DEF
U+C66F,BFDA,B520,8DF0
U+C671,BFDB,B520,8DF1
U+C678,BFDC,B641,8DF2
U+C679,BFDD,B642,8DF3
U+C67C,BFDE,B645,8DF4
U+C680,BFDF,B649,8DF5
U+C620,BF20,B651,8DF6
U+C620,BF20,B655,8DF7
U+C620,BF20,B657,8DF8
U+C620,BF20,B661,8DF9
U+C620,BF20,B662,8DFA
U+C620,BF20,B665,8DFB
U+C620,BF20,B669,8DFC
U+C6A4,BF20,B671,8E40
U+C6A5,BF20,B673,8E41
U+C6A7,BF20,B675,8E42
U+C6A9,BF20,B677,8E43
U+C6B0,BF20,B620,8E44
U+C6B1,BF20,B620,8E45
U+C6B4,BF20,B620,8E46
U+C6B8,BF20,B620,8E48
U+C6C0,BF20,B620,8E49
U+C6C1,BF20,B620,8E4A
U+C6C3,BF20,B620,8E4B
U+C6C5,BF20,B620,8E4C
U+C6CC,BF20,B6A1,8E4D
U+C6CD,BF20,B6A2,8E4E
U+C6D0,BF20,B6A5,8E4F
U+C6D4,BF20,B6A9,8E50
U+C6DC,BF20,B6B1,8E51
U+C6DD,BF20,B6B3,8E52
U+C620,BF20,B6B6,8E54
U+C620,BFFD,B6B7,8E55
U+C620,BFFE,B6C1,8E56
U+C620,C0A1,B6C2,8E57
U+C620,C0A2,B6C5,8E58
U+C620,C0A3,B6C9,8E59
U+C620,C0A4,B6D1,8E5A
U+C620,C0A5,B6D3,8E5B
U+C6FD,C0A6,B6D7,8E5C
U+C704,C0A7,B620,8E5D
U+C705,C0A8,B620,8E5E
U+C708,C0A9,B620,8E5F
U+C70C,C0AA,B620,8E61
U+C714,C0AB,B620,8E62
U+C715,C0AC,B620,8E63
U+C717,C0AD,B620,8E64
U+C719,C0AE,B620,8E65
U+C720,C0AF,B741,8E66
U+C721,C0B0,B742,8E67
U+C724,C0B1,B745,8E68
U+C728,C0B2,B749,8E69
U+C730,C0B3,B751,8E6A
U+C733,C0B5,B755,8E6B
U+C735,C0B6,B757,8E6C
U+C737,C0B7,B759,8E6E
U+C73C,C0B8,B761,8E6F
U+C73D,C0B9,B762,8E70
U+C740,C0BA,B765,8E71
U+C744,C0BB,B769,8E72
U+C74A,C0BC,B76F,8E73
U+C74C,C0BD,B771,8E74
U+C74D,C0BE,B773,8E75
U+C74F,C0BF,B775,8E76
U+C751,C0C0,B777,8E77
U+C752,C0C1,B778,8E78
U+C753,C0C2,B779,8E79
U+C754,C0C3,B77A,8E7A
U+C755,C0C4,B77B,8E7B
U+C756,C0C5,B77C,8E7C
U+C757,C0C6,B77D,8E7D
U+C758,C0C7,B720,8E7E
U+C76B,C0CB,B720,8E80
U+C774,C0CC,B7A1,8E81
U+C775,C0CD,B7A2,8E82
U+C778,C0CE,B7A5,8E83
U+C77C,C0CF,B7A9,8E85
U+C77D,C0D0,B7AA,8E86
U+C77E,C0D1,B7AB,8E87
U+C720,C0D2,B7B0,8E88
U+C720,C0D3,B7B1,8E89
U+C720,C0D4,B7B3,8E8A
U+C720,C0D5,B7B5,8E8B
U+C720,C0D6,B7B6,8E8C
U+C720,C0D7,B7B7,8E8D
U+C720,C0D8,B7B8,8E8E
U+C720,C0D9,B7BC,8E8F
U+C720,C0DA,B861,8E90
U+C720,C0DB,B862,8E91
U+C720,C0DC,B865,8E92
U+C720,C0DD,B867,8E93
U+C720,C0DE,B868,8E94
U+C720,C0DF,B869,8E95
U+C7A0,C020,B871,8E96
U+C7A1,C020,B873,8E97
U+C7A3,C020,B875,8E98
U+C7A4,C020,B876,8E99
U+C7A5,C020,B877,8E9A
U+C7A6,C020,B878,8E9B
U+C7AC,C020,B820,8E9E
U+C7AD,C020,B820,8E9F
U+C7B0,C020,B820,8EA0
U+C7B4,C020,B820,8EA1
U+C7BC,C020,B820,8EA2
U+C7BD,C020,B820,8EA3
U+C7BF,C020,B820,8EA4
U+C7C0,C020,B820,8EA0
U+C7C1,C020,B820,8EA6
U+C7C8,C020,B8A1,8EA7
U+C7C9,C020,B8A2,8EA8
U+C7CC,C020,B8A5,8EA9
U+C7D0,C020,B8A9,8EAA
U+C7D8,C020,B8B1,8EAB
U+C7DD,C020,B8B7,8EAC
U+C720,C020,B8C1,8EAD
U+C720,C020,B8C5,8EAE
U+C720,C020,B8C9,8EAF
U+C800,C020,B820,8EB0
U+C801,C020,B820,8EB1
U+C804,C020,B820,8EB2
U+C808,C0FD,B820,8EB4
U+C80A,C0FE,B820,8EB5
U+C810,C1A1,B820,8EB6
U+C811,C1A2,B820,8EB7
U+C813,C1A3,B820,8EB8
U+C815,C1A4,B820,8EBA
U+C816,C1A5,B820,8EBB
U+C81C,C1A6,B941,8EBD
U+C81D,C1A7,B942,8EBE
U+C820,C1A8,B945,8EBF
U+C824,C1A9,B949,8EC0
U+C82C,C1AA,B951,8EC1
U+C82D,C1AB,B953,8EC2
U+C82F,C1AC,B955,8CC3
U+C831,C1AD,B957,8EC4
U+C838,C1AE,B961,8EC5
U+C83C,C1AF,B965,8EC7
U+C840,C1B0,B969,8EC8
U+C848,C1B1,B971,8EC9
U+C849,C1B2,B973,8ECA
U+C84C,C1B3,B976,8ECC
U+C84D,C1B4,B977,8ECD
U+C854,C1B5,B920,8ECE
U+C870,C1B6,B9A1,8ECF
U+C871,C1B7,B9A2,8ED0
U+C874,C1B8,B9A5,8ED1
U+C878,C1B9,B9A9,8ED2
U+C880,C1BB,B9B1,8ED3
U+C820,C1BC,B9B3,8ED4
U+C820,C1BD,B9B5,8ED5
U+C820,C1BE,B9B7,8ED6
U+C820,C1BF,B9B8,8ED7
U+C820,C1C0,B9B9,8ED8
U+C820,C1C1,B9BD,8ED9
U+C820,C1C2,B9C1,8EDA
U+C820,C1C3,B9C2,8EDB
U+C820,C1C4,B9C9,8EDD
U+C820,C1C5,B9D3,8EDF
U+C820,C1C6,B9D5,8EE0
U+C8A1,C1C7,B9D7,8EE2
U+C8A8,C1C8,B920,8EE3
U+C8BD,C1CA,B920,8EE7
U+C8C4,C1CB,BA41,8EE8
U+C8C8,C1CC,BA45,8EE9
U+C8CC,C1CD,BA49,8EEA
U+C8D4,C1CE,BA51,8EEB
U+C8D5,C1CF,BA53,8EEC
U+C8D7,C1D0,BA55,8EED
U+C820,C1D2,BA61,8EEE
U+C820,C1D3,BA62,8EEF
U+C820,C1D4,BA65,8EF0
U+C820,C1D5,BA77,8EF4
U+C820,C1D6,BA20,8EF5
U+C8FD,C1D7,BA20,8EF6
U+C900,C1D8,BA20,8EF7
U+C904,C1D9,BA20,8EF8
U+C90C,C1DC,BA20,8EF9
U+C90D,C1DD,BA20,8EFA
U+C90F,C1DE,BA20,8EFB
U+C911,C1DF,BA20,8EFC
U+C918,C120,BAA1,8F40
U+C92C,C120,BAB5,8F41
U+C934,C120,BAC1,8F43
U+C950,C120,BA20,8F44
U+C954,C120,BA20,BF45
U+C958,C120,BA20,8F46
U+C960,C120,BA20,8F47
U+C961,C120,BA20,8F48
U+C96C,C120,BB41,8F49
U+C970,C120,BB45,8F4B
U+C974,C120,BB49,8F4C
U+C97C,C120,BB51,8F4D
U+C920,C120,BB61,8F4E
U+C920,C120,BB62,8F4F
U+C920,C120,BB65,8F50
U+C920,C120,BB69,8F51
U+C920,C120,BB71,8F52
U+C920,C120,BB73,8F53
U+C920,C120,BB75,8F54
U+C920,C120,BB77,8F55
U+C9C0,C120,BBA1,8F57
U+C9C1,C120,BBA2,8F58
U+C9C4,C120,BBA5,8F59
U+C9C7,C120,BBA8,8F5A
U+C9C8,C120,BBA9,8F5B
U+C9CA,C120,BBAB,8F5C
U+C9D0,C120,BBB1,8F5D
U+C9D1,C1FD,BBB3,8F5E
U+C9D3,C1FE,BBB5,8F5F
U+C9D5,C2A1,BBB7,8F61
U+C9D6,C2A2,BBB8,8F62
U+C9D9,C2A3,BBBB,8F63
U+C9DA,C2A4,BBBC,8F64
U+C9DC,C2A5,BC61,8F65
U+C9DD,C2A6,BC62,8F66
U+C920,C2A7,BC65,8F67
U+C920,C2A8,BC67,8F68
U+C920,C2A9,BC69,8F69
U+C920,C2AA,BC6C,8F6A
U+C920,C2AB,BC71,8F6B
U+C920,C2AC,BC73,8F6C
U+C920,C2AD,BC75,8F6D
U+C920,C2AE,BC76,8F6E
U+C920,C2AF,BC77,8F6F
U+C920,C2B0,BC20,8F70
U+C920,C2B1,BC20,8F71
U+C920,C2B2,BC20,8F72
U+CA00,C2B3,BC20,8F73
U+CA08,C2B4,BC20,8F74
U+CA09,C2B5,BC20,8F75
U+CA0B,C2B6,BC20,8F76
U+CA0C,C2B7,BC20,8F77
U+CA0D,C2B8,BC20,8F78
U+CA14,C2B9,BCA1,8F79
U+CA18,C2BA,BCA5,8F7A
U+CA4C,C2BC,BC20,8F7C
U+CA4D,C2BD,BC20,8F7D
U+CA50,C2BE,BC20,8F7E
U+CA54,C2BF,BC20,8F80
U+CA5C,C2C0,BC20,8F82
U+CA5D,C2C1,BC20,8F83
U+CA5F,C2C2,BC20,8F84
U+CA60,C2C3,BC20,8F85
U+CA61,C2C4,BC20,8F86
U+CA68,C2C5,BD41,8F87
U+CA7D,C2C6,BD57,8F89
U+CA20,C2C7,BD61,8F8A
U+CA20,C2C8,BD76,8F8C
U+CABC,C2C9,BDA1,8F8E
U+CABD,C2CA,BDA2,8F8F
U+CAC0,C2CB,BDA5,8F90
U+CAC4,C2CC,BDA9,8F91
U+CACC,C2CD,BDB1,8F92
U+CACD,C2CE,BDB3,8F93
U+CACF,C2CF,BDB5,8F94
U+CAD1,C2D0,BDB7,8F95
U+CAD3,C2D1,BDB9,8F97
U+CAD8,C2D2,BDC1,8F98
U+CAD9,C2D3,BDC2,8F99
U+CA20,C2D4,BDC9,8F9A
U+CA20,C2D6,BD20,8F9B
U+CB10,C2D8,BE41,8F9C
U+CB14,C2D9,BE45,8F9D
U+CB18,C2DA,BE49,8F9E
U+CB20,C2DB,BE51,8F9F
U+CB21,C2DC,BE53,8FA0
U+CB41,C2DD,BE77,8FA2
U+CB41,C2DD,BE20,8FA4
U+CB48,C2DE,BE20,8FA3
U+CB4C,C220,BE20,8FA5
U+CB50,C220,BE20,8FA6
U+CB58,C220,BE20,8FA7
U+CB59,C220,BE20,8FA8
U+CB5D,C220,BE20,8FA9
U+CB64,C220,BEA1,8FAA
U+CB20,C220,BE20,8FAC
U+CBB8,C220,BF41,8FAD
U+CBD4,C220,BF61,8FAE
U+CB20,C220,BF71,8FAF
U+CB20,C220,BF75,8FB1
U+CC0C,C220,BFA1,8FB3
U+CC0D,C220,BFA2,8FB4
U+CC10,C220,BFA5,8FB5
U+CC14,C220,BFA9,8FB6
U+CC1C,C220,BFB1,8FB7
U+CC1D,C220,BFB3,8FB8
U+CC21,C220,BFB7,8FBA
U+CC22,C220,BFB8,8FBB
U+CC27,C220,BFBD,8FBD
U+CC28,C220,C061,8FBE
U+CC29,C220,C062,8FBF
U+CC2C,C220,C065,8FC0
U+CC2E,C220,C067,8FC1
U+CC30,C220,C069,8FC3
U+CC38,C220,C071,8FC4
U+CC39,C2FD,C073,8FC5
U+CC3B,C2FE,C075,8FC6
U+CC3C,C3A1,C076,8FC7
U+CC3D,C3A2,C077,8FC8
U+CC3E,C3A3,C078,8FC9
U+CC44,C3A4,C020,8FCC
U+CC45,C3A5,C020,8FCD
U+CC48,C3A6,C020,8FCE
U+CC4C,C3A7,C020,8FCF
U+CC54,C3A8,C020,8FD0
U+CC55,C3A9,C020,8FD1
U+CC57,C3AA,C020,8FD2
U+CC58,C3AB,C020,8FD3
U+CC59,C3AC,C020,8FD4
U+CC60,C3AD,C0A1,8FD5
U+CC64,C3AE,C0A5,8FD6
U+CC70,C3B1,C0B1,8FD7
U+CC75,C3B2,C0B7,8FD9
U+CC20,C3B3,C020,8FDB
U+CC20,C3B4,C020,8FDC
U+CC20,C3B5,C020,8FDD
U+CCA0,C3B6,C020,8FDE
U+CCA8,C3B7,C020,8FDF
U+CCA9,C3B8,C020,8FE0
U+CCAB,C3B9,C020,8FE1
U+CCAC,C3BA,C020,8FE2
U+CCAD,C3BB,C020,8FE3
U+CCB4,C3BC,C141,8FE4
U+CCB5,C3BD,C142,8FE5
U+CCB8,C3BE,C145,8FE6
U+CCBC,C3BF,C149,8FE7
U+CCC4,C3C0,C151,8FE8
U+CCC7,C3C2,C155,8FE9
U+CCC9,C3C3,C157,8FEA
U+CCD0,C3C4,C161,8FEB
U+CCD4,C3C5,C165,8FEC
U+CC20,C3C6,C176,8FEE
U+CC20,C3C7,C120,8FF0
U+CD08,C3CA,C1A1,8FF1
U+CD09,C3CB,C1A2,8FF2
U+CD0C,C3CC,C1A5,8FF3
U+CD10,C3CD,C1A9,8FF4
U+CD18,C3CE,C1B1,8FF5
U+CD19,C3CF,C1B3,8FF6
U+CD1B,C3D0,C1B5,8FF7
U+CD1D,C3D1,C1B7,8FF8
U+CD24,C3D2,C1C1,8FF9
U+CD2C,C3D4,C1C9,8FFA
U+CD5C,C3D6,C241,8FFC
U+CD78,C3DD,C261,9040
U+CD20,C3DE,C271,9041
U+CD20,C3DF,C220,9042
U+CD20,C320,C220,9043
U+CD20,C320,C220,9044
U+CD20,C320,C220,9045
U+CDA4,C320,C220,9046
U+CDA5,C320,C220,9047
U+CDA7,C320,C220,9048
U+CDA9,C320,C220,9049
U+CDB0,C320,C2A1,904A
U+CDC4,C320,C2B6,904C
U+CDCC,C320,C2C1,904D
U+CD20,C320,C220,904E
U+CD20,C320,C220,904F
U+CE04,C320,C341,9050
U+CE14,C320,C351,9051
U+CE20,C320,C361,9052
U+CE21,C320,C362,9053
U+CE24,C320,C365,9054
U+CE30,C320,C371,9055
U+CE31,C320,C373,9056
U+CE33,C3FD,C375,9057
U+CE35,C3FE,C377,9058
U+CE58,C4A1,C3A1,905A
U+CE59,C4A2,C3A2,905B
U+CE5C,C4A3,C3A5,905C
U+CE60,C4A5,C3A9,905D
U+CE61,C4A6,C3AA,905E
U+CE68,C4A7,C3B1,905F
U+CE69,C4A8,C3B3,9060
U+CE6B,C4A9,C3B5,9061
U+CE6D,C4AA,C3B7,9062
U+CE74,C4AB,C461,9063
U+CE75,C4AC,C462,9064
U+CE78,C4AD,C465,9065
U+CE7C,C4AE,C469,9067
U+CE20,C4AF,C471,9068
U+CE20,C4B0,C473,9069
U+CE20,C4B1,C475,906A
U+CE20,C4B2,C477,906B
U+CE20,C4B3,C420,906C
U+CE20,C4B4,C420,906D
U+CE20,C4B5,C420,906E
U+CE20,C4B6,C420,9070
U+CEA0,C4B7,C420,9071
U+CEA1,C4B8,C420,9072
U+CEA3,C4B9,C420,9073
U+CEA5,C4BB,C420,9074
U+CEAC,C4BC,C4A1,9076
U+CEAD,C4BD,C4A2,9077
U+CEC1,C4BE,C4B7,9078
U+CE20,C4BF,C420,907A
U+CE20,C4C0,C420,907B
U+CE20,C4C1,C420,907C
U+CE20,C4C2,C420,907D
U+CE20,C4C3,C420,907E
U+CE20,C4C4,C420,9080
U+CE20,C4C5,C420,9081
U+CE20,C4C6,C420,9082
U+CE20,C4C7,C420,9083
U+CE20,C4C8,C420,9084
U+CF00,C4C9,C541,9086
U+CF01,C4CA,C542,9087
U+CF04,C4CB,C545,9088
U+CF08,C4CC,C549,9089
U+CF10,C4CD,C551,908A
U+CF11,C4CE,C553,908B
U+CF13,C4CF,C555,908C
U+CF15,C4D0,C557,908D
U+CF1C,C4D1,C561,908F
U+CF20,C4D2,C565,9090
U+CF24,C4D3,C569,9091
U+CF2C,C4D4,C571,9092
U+CF2D,C4D5,C573,9093
U+CF2F,C4D6,C575,9094
U+CF30,C4D7,C576,9095
U+CF31,C4D8,C577,9096
U+CF38,C4D9,C520,9097
U+CF54,C4DA,C5A1,9098
U+CF55,C4DB,C5A2,9099
U+CF58,C4DC,C5A5,909A
U+CF5C,C4DD,C5A9,909B
U+CF64,C4DE,C5B1,909C
U+CF65,C4DF,C5B3,909D
U+CF67,C420,C5B5,909E
U+CF67,C420,C620,90B3
U+CF69,C420,C5B7,909F
U+CF70,C420,C5C1,90A0
U+CF71,C420,C5C2,90A1
U+CF74,C420,C5C5,90A2
U+CF78,C420,C5C9,90A3
U+CF80,C420,C5D1,90A4
U+CF20,C420,C5D7,90A5
U+CF20,C420,C520,90A6
U+CFA1,C420,C520,90AA
U+CFA8,C420,C641,90AB
U+CFB0,C420,C649,90AD
U+CFC4,C420,C661,90AF
U+CF20,C420,C620,90B0
U+CF20,C420,C620,90B1
U+CF20,C420,C620,90B2
U+CF20,C420,C620,90B4
U+CF20,C420,C620,90B5
U+CF20,C420,C620,90B6
U+CF20,C420,C6A1,90B7
U+D000,C420,C6A5,90B8
U+D004,C420,C6A9,90B9
U+D011,C420,C6B7,90BA
U+D018,C420,C6C1,90BB
U+D02D,C420,C6D7,90BC
U+D034,C420,C620,90BD
U+D035,C420,C620,90BE
U+D038,C4FD,C620,90BF
U+D03C,C4FE,C620,90C0
U+D050,C5A5,C741,90C1
U+D060,C5A8,C751,90C2
U+D06C,C5A9,C761,90C3
U+D06D,C5AA,C762,90C4
U+D070,C5AB,C765,90C5
U+D074,C5AC,C769,90C6
U+D07C,C5AD,C771,90C7
U+D07D,C5AE,C773,90C8
U+D020,C5AF,C777,90C9
U+D0A4,C5B0,C7A1,90CB
U+D0A5,C5B1,C7A2,90CC
U+D0A8,C5B2,C7A5,90CD
U+D0AC,C5B3,C7A9,90CE
U+D0B4,C5B4,C7B1,90CF
U+D0B5,C5B5,C7B3,90D0
U+D0B7,C5B6,C7B5,90D1
U+D0B9,C5B7,C7B7,90D2
U+D0C0,C5B8,C861,90D3
U+D0C1,C5B9,C862,90D4
U+D0C4,C5BA,C865,90D5
U+D0C8,C5BB,C869,90D6
U+D0C9,C5BC,C86A,90D7
U+D0D0,C5BD,C871,90D8
U+D0D1,C5BE,C873,90D9
U+D0D3,C5BF,C875,90DA
U+D0D4,C5C0,C876,90DB
U+D0D5,C5C1,C877,90DC
U+D0DC,C5C2,C820,90DD
U+D0DD,C5C3,C820,90DE
U+D020,C5C4,C820,90DF
U+D020,C5C5,C820,90E0
U+D020,C5C6,C820,90E1
U+D020,C5C7,C820,90E2
U+D020,C5C8,C820,90E3
U+D020,C5C9,C820,90E4
U+D020,C5CA,C820,90E5
U+D020,C5CB,C8A1,90E6
U+D130,C5CD,C820,90E8
U+D131,C5CE,C820,90E9
U+D134,C5CF,C820,90EA
U+D138,C5D0,C820,90EB
U+D140,C5D2,C820,90EC
U+D141,C5D3,C820,90ED
U+D143,C5D4,C820,90EE
U+D144,C5D5,C820,90EF
U+D145,C5D6,C820,90F0
U+D14C,C5D7,C941,90F1
U+D14D,C5D8,C942,90F2
U+D150,C5D9,C945,90F3
U+D154,C5DA,C949,90F4
U+D15C,C5DB,C951,90F5
U+D15D,C5DC,C953,90F6
U+D15F,C5DD,C955,90F7
U+D161,C5DE,C957,90F9
U+D168,C5DF,C961,90FA
U+D16C,C520,C965,90FC
U+D120,C520,C920,9140
U+D1A0,C520,C9A1,9141
U+D1A1,C520,C9A2,9142
U+D1A4,C520,C9A5,9143
U+D1A8,C520,C9A9,9144
U+D1B0,C520,C9B1,9145
U+D1B1,C520,C9B3,9146
U+D1B3,C520,C9B5,9147
U+D1B5,C520,C9B7,9148
U+D1BA,C520,C9BC,9149
U+D1BC,C520,C9C1,914A
U+D1D8,C520,C920,914B
U+D120,C520,CA41,914C
U+D120,C520,CA45,914D
U+D207,C520,CA55,914E
U+D210,C520,CA61,914F
U+D22C,C520,CA20,9150
U+D22D,C520,CA20,9151
U+D230,C520,CA20,9152
U+D234,C520,CA20,9153
U+D23C,C520,CA20,9154
U+D23D,C520,CA20,9155
U+D23F,C520,CA20,9156
U+D241,C520,CA20,9157
U+D248,C5FD,CAA1,9158
U+D264,C6A1,CAC1,9159
U+D280,C6A2,CA20,915B
U+D220,C6A4,CA20,915C
U+D220,C6A5,CA20,915D
U+D220,C6A6,CA20,915E
U+D220,C6A7,CA20,915F
U+D220,C6A8,CA20,9161
