MSGID,MNEMONIC,LINENO,LEVEL,TEXT,PBUTTONS
691.0,IN_DELETE_CLASS,1.0,Q,Entry %1$ has been selected for deletion.  Subclasses have been detected.  ALL subclasses will be deleted.%n%nDo you wish to continue with the deletion?,SASHELP.FSP.DD.SLIST
698.0,IO_EACCES,1.0,E,%lCan't write to %1$: permission denied.,SASHELP.FSP.OK.SLIST
721.0,DI_NO_PATH,1.0,E,%lNo pathname specified.,SASHELP.FSP.OK.SLIST
722.0,DI_NO_CATALOG,1.0,E,%lNo catalog specified.,SASHELP.FSP.OK.SLIST
723.0,DI_NO_ENTRY,1.0,E,%lNo entry name specified.,SASHELP.FSP.OK.SLIST
725.0,IN_BOTH_FIELDS_REQUIRED_TO_COPY,1.0,N,%lBoth the Copy to and Description fields are required to copy a class.%n%nEnter all information or select Cancel.,SASHELP.FSP.OK.SLIST
726.0,IO_BAD_MENU,1.0,E,%l%1$:%nNot a menu.,SASHELP.FSP.OK.SLIST
727.0,DI_BAD_ID_VALUE,1.0,E,%lID values below 2000 are reserved for internal use.,SASHELP.FSP.OK.SLIST
728.0,IO_CLASS_COPY_FAILED,1.0,E,%lThe copy was unsuccessful.%n%nRC=%1#%nReason: %2$,SASHELP.FSP.OK.SLIST
729.0,IO_CLASS_RENAME_FAILED,1.0,E,%lThe entery description could not be set.  The description from the parent class will be used instead.,SASHELP.FSP.OK.SLIST
730.0,DI_CLASS_ENTRY_ALREADY_EXISTS,1.0,E,%lClass %1$ already exists.  Specify a new name or select cancel to quit.,SASHELP.FSP.OK.SLIST
733.0,DI_LIBRARY_DOES_NOT_EXIST,1.0,E,%lLibrary %1$ does not exist. Please enter a valid SAS library.,SASHELP.FSP.OK.SLIST
734.0,DI_CATALOG_DOES_NOT_EXIST,1.0,E,%lCatalog %1$ does not exist.  Please enter a valid SAS catalog name.,SASHELP.FSP.OK.SLIST
735.0,DI_RESOURCE_DOES_NOT_EXIST,1.0,E,%lResource %1$ does not exist.  Please enter another resource.,SASHELP.FSP.OK.SLIST
736.0,DI_FRAME_DOES_NOT_EXIST,1.0,E,%lFrame %1$ does not exist. Please enter another frame name.,SASHELP.FSP.OK.SLIST
768.0,IN_DELETE_ONE_CLASS,1.0,Q,Entry %1$ has been selected for deletion.%n%nDo you wish to continue with the deletion?,SASHELP.FSP.DD.SLIST
769.0,IN_SELECT_A_NODE,1.0,E,%lYou must first select a node.,SASHELP.FSP.OK.SLIST
800.0,IN_INFO_NOT_AVAILABLE,1.0,N,Additional information for method %1$ is not accessible.,SASHELP.FSP.OK.SLIST
801.0,DI_CLASS_ENTRY_REQUIRED,1.0,E,A class entry is required.  Enter a valid four level name for the class entry or select cancel to quit.,SASHELP.FSP.OK.SLIST
802.0,DI_COPY_TO_REQUIRED,1.0,E,A four level class name is required for the Copy To field.  Enter a four level name or select cancel to quit.,SASHELP.FSP.OK.SLIST
804.0,IN_NO_RESIZE,1.0,W,%lResize failed for object %1$.,SASHELP.FSP.OK.SLIST
806.0,DI_ENOBLANK,1.0,E,%lText cannot be blank.,SASHELP.FSP.OK.SLIST
821.0,IO_ENOTABLE,1.0,E,%lTable %1$ does not exist.,SASHELP.FSP.OK.SLIST
827.0,IN_NO_ATTRIBUTE_SCREEN_FOR_CLASS,1.0,W,%lNo attributes screen for specified class.,SASHELP.FSP.OK.SLIST
856.0,DI_CANNOT_SUBCLASS_WIDGET_CLASS,1.0,E,%lYou may not subclass the Widget Class.  Select another class.,SASHELP.FSP.OK.SLIST
857.0,IO_INVALID_TYPE,1.0,E,%lThe column type must be either 'N' or 'C'.,SASHELP.FSP.OK.SLIST
858.0,IN_CATALOG_SELECTED_FOR_DELETE,1.0,Q,Catalog %1$ has been selected for deletion.%n%nDo you wish to continue with the deletion?,SASHELP.FSP.DD.SLIST
859.0,IN_LIB_CAT_SELECTED_FOR_DELETE,1.0,Q,Library %1$ has been selected for deletion.  All displayed catalogs will be deleted from the selected library.%n%nDo you wish to continue with the deletion?,SASHELP.FSP.DD.SLIST
956.0,DI_CATALOG_ENTRY_DOES_NOT_EXIST,1.0,E,"%lCatalog entry %1$ does not exist.%n%nSpecify another name, make a selection from the control object, or select Cancel to quit.",SASHELP.FSP.OC.SLIST
965.0,IN_SAVED,1.0,N,%lEntry has been saved as %1$.,SASHELP.FSP.OK.SLIST
1031.0,IN_NOLICENSE_BROWSE,1.0,N,%lOnly browse mode is allowed since the %$ product not licensed.,SASHELP.FSP.OK.SLIST
1054.0,IN_NOLICENSE_DATAM,1.0,E,"Without the FSP product licensed, the Data Set Data Model(DATA_M) cannot be used with the Form Editor in build mode.",SASHELP.FSP.OK.SLIST
1301.0,IN_PROMPT_TO_SAVE,1.0,Q,Do you want to save changes to %1$?,SASHELP.FSP.YN.SLIST
