source,fncname,minarg,maxarg,fnctype,fncargs,fncprod
B,SYSVER,0.0,0.0,C,0.0,B
U,TABLE_ADD,2.0,32767.0,N,62.0,B
U,TABLE_DELETE,0.0,32767.0,B,2.0,B
U,TABLE_INDEX,2.0,2.0,N,30.0,B
U,TABLE_NEW,2.0,3.0,N,82.0,B
U,TABLE_REPORT,0.0,32767.0,B,2.0,B
B,TAN,1.0,1.0,N,1.0,X
U,TANH,1.0,0.0,B,5.0,B
B,TANH,1.0,1.0,N,1.0,X
U,TERM,2.0,2.0,B,45.0,B
U,TGSCORE,4.0,10.0,N,306750610.0,B
B,TIME,0.0,0.0,N,0.0,X
B,TIMEPART,1.0,1.0,N,1.0,X
U,TIMEVALUE,6.0,0.0,N,37961.0,X
B,TINTNX,3.0,5.0,N,1098.0,B
B,TINV,2.0,3.0,N,73.0,X
U,TNONCT,3.0,3.0,N,73.0,X
B,TODAY,0.0,0.0,N,0.0,X
B,TRANSLATE,3.0,0.0,C,1170.0,X
B,TRANSTRN,3.0,3.0,C,146.0,X
U,TRANS_APP_END,1.0,0.0,N,460175065.0,B
U,TRANS_APP_INIT,1.0,0.0,N,460175058.0,B
U,TRANS_GETID,2.0,0.0,N,306783377.0,B
U,TRANS_SET_SYSERR,1.0,1.0,N,1.0,B
U,TRANS_START,1.0,0.0,N,460174921.0,B
U,TRANS_STOP,1.0,0.0,N,325957321.0,B
U,TRANS_UPDATE,1.0,0.0,N,325957321.0,B
U,TRANTAB,2.0,2.0,C,26.0,B
U,TRANTAF,2.0,2.0,C,26.0,B
B,TRANWRD,3.0,3.0,C,146.0,X
B,TRIGAMMA,1.0,1.0,N,1.0,X
B,TRIM,1.0,1.0,C,2.0,X
B,TRIMN,1.0,1.0,C,2.0,X
B,TRUNC,2.0,2.0,N,9.0,X
U,TSLVL,1.0,2.0,C,2.0,X
B,TSO,1.0,2.0,B,10.0,B
B,TSO,1.0,1.0,N,2.0,B
U,TZONEDSTNAME,0.0,1.0,C,2.0,B
U,TZONEDSTOFF,0.0,1.0,N,2.0,B
U,TZONEID,0.0,1.0,C,2.0,B
U,TZONENAME,0.0,2.0,C,11.0,B
U,TZONEOFF,0.0,2.0,N,11.0,B
U,TZONEPID,0.0,1.0,C,2.0,B
U,TZONES2U,1.0,2.0,N,17.0,B
U,TZONESTTNAME,0.0,1.0,C,2.0,B
U,TZONESTTOFF,0.0,1.0,N,2.0,B
U,TZONETEST,0.0,1.0,C,2.0,B
U,TZONETEST2,0.0,1.0,C,2.0,B
U,TZONEU2S,1.0,2.0,N,17.0,B
U,UNICODE,1.0,0.0,C,18.0,B
U,UNICODEC,1.0,0.0,C,18.0,B
U,UNICODELEN,1.0,0.0,N,18.0,B
U,UNICODEWIDTH,1.0,0.0,N,18.0,B
B,UNIFORM,1.0,1.0,N,1.0,B
B,UPCASE,1.0,1.0,C,2.0,X
U,URLDECODE,1.0,1.0,C,2.0,X
U,URLENCODE,1.0,1.0,C,2.0,X
U,USERNAME,0.0,0.0,C,0.0,B
B,USS,1.0,0.0,N,9.0,X
U,UUIDGEN,0.0,2.0,C,9.0,X
U,VALIDCHAR,1.0,5.0,N,9946.0,B
B,VAR,2.0,0.0,N,73.0,X
U,VARFMT,2.0,2.0,C,9.0,B
U,VARFORMAT,2.0,2.0,C,9.0,B
U,VARINFMT,2.0,2.0,C,9.0,B
U,VARINFORMAT,2.0,2.0,C,9.0,B
U,VARLABEL,2.0,2.0,C,9.0,B
U,VARLEN,2.0,2.0,N,9.0,B
U,VARLENGTH,2.0,2.0,N,9.0,B
U,VARNAME,2.0,2.0,C,9.0,B
U,VARNUM,2.0,2.0,N,17.0,B
B,VARRAY,1.0,1.0,N,3.0,B
B,VARRAYX,1.0,1.0,N,2.0,B
U,VARTRANSCODE,2.0,2.0,N,9.0,B
U,VARTYPE,2.0,2.0,C,9.0,B
B,VERIFY,2.0,0.0,N,146.0,X
B,VFORMAT,1.0,1.0,C,3.0,B
B,VFORMATD,1.0,1.0,N,3.0,B
B,VFORMATDX,1.0,1.0,N,2.0,B
B,VFORMATN,1.0,1.0,C,3.0,B
B,VFORMATNX,1.0,1.0,C,2.0,B
B,VFORMATW,1.0,1.0,N,3.0,B
B,VFORMATWX,1.0,1.0,N,2.0,B
B,VFORMATX,1.0,1.0,C,2.0,B
B,VINARRAY,1.0,1.0,N,3.0,B
B,VINARRAYX,1.0,1.0,N,2.0,B
B,VINFORMAT,1.0,1.0,C,3.0,B
B,VINFORMATD,1.0,1.0,N,3.0,B
B,VINFORMATDX,1.0,1.0,N,2.0,B
B,VINFORMATN,1.0,1.0,C,3.0,B
B,VINFORMATNX,1.0,1.0,C,2.0,B
B,VINFORMATW,1.0,1.0,N,3.0,B
B,VINFORMATWX,1.0,1.0,N,2.0,B
B,VINFORMATX,1.0,1.0,C,2.0,B
B,VLABEL,1.0,1.0,C,3.0,B
B,VLABELX,1.0,1.0,C,2.0,B
B,VLENGTH,1.0,1.0,N,3.0,B
B,VLENGTHX,1.0,1.0,N,2.0,B
B,VNAME,2.0,2.0,B,51.0,B
B,VNAME,1.0,1.0,C,3.0,B
B,VNAMEX,1.0,1.0,C,2.0,B
U,VNEXT,1.0,3.0,B,374.0,B
B,VTRANSCODE,1.0,1.0,N,3.0,B
B,VTRANSCODEX,1.0,1.0,N,2.0,B
B,VTYPE,1.0,1.0,C,3.0,B
B,VTYPEX,1.0,1.0,C,2.0,B
B,VVALUE,1.0,1.0,C,3.0,B
B,VVALUEX,1.0,1.0,C,2.0,B
U,WEEK,0.0,2.0,N,19.0,X
B,WEEKDAY,1.0,1.0,N,1.0,X
B,WHICHC,1.0,0.0,N,18.0,X
B,WHICHN,1.0,0.0,N,9.0,X
U,XCUSUMHK,7.0,8.0,B,2396746.0,I
U,XML,1.0,0.0,B,3.0,B
U,XML,1.0,0.0,N,3.0,B
B,YEAR,1.0,1.0,N,1.0,X
U,YHQRESET,0.0,0.0,N,0.0,B
U,YIELDP,6.0,6.0,N,37449.0,X
U,YRDIF,2.0,3.0,N,137.0,X
B,YYQ,2.0,2.0,N,9.0,X
U,ZIPCITY,1.0,1.0,C,3.0,B
U,ZIPCITYDIST,2.0,2.0,N,27.0,B
U,ZIPCITYDISTANCE,2.0,2.0,N,27.0,B
B,ZIPFIPS,1.0,1.0,N,3.0,B
B,ZIPNAME,1.0,1.0,C,3.0,B
B,ZIPNAMEL,1.0,1.0,C,3.0,B
B,ZIPSTATE,1.0,1.0,C,3.0,B
B,ZYXXY,1.0,0.0,N,27.0,B
